genres,title,movie,rating100
Adventure,Swiss Family Robinson (1960),1017,72.0
Adventure,"NeverEnding Story, The (1984)",2161,72.0
Mystery,Cookie's Fortune (1999),2583,72.0
Animation,"Fantastic Planet, The (La Plančte sauvage) (1973)",2495,72.0
Crime,Rounders (1998),2231,72.0
Crime,"Thomas Crown Affair, The (1968)",2764,72.0
Crime,Menace II Society (1993),493,72.0
Animation,101 Dalmatians (1961),2085,72.0
Animation,Song of the South (1946),2099,72.0
Fantasy,"NeverEnding Story, The (1984)",2161,72.0
Musical,Grease (1978),1380,72.0
Musical,"Muppet Christmas Carol, The (1992)",2083,72.0
Children's,Fly Away Home (1996),986,72.0
Children's,101 Dalmatians (1961),2085,72.0
Documentary,Dancemaker (1998),2538,72.0
Animation,"Sword in the Stone, The (1963)",1025,72.0
Film-Noir,"Wrong Man, The (1956)",2182,72.0
Mystery,Jacob's Ladder (1990),3476,72.0
Children's,"Muppet Christmas Carol, The (1992)",2083,72.0
Children's,"NeverEnding Story, The (1984)",2161,72.0
Sci-Fi,Until the End of the World (Bis ans Ende der Welt) (1991),1306,72.0
Horror,Carrie (1976),1345,72.0
Children's,Swiss Family Robinson (1960),1017,72.0
Children's,"Sword in the Stone, The (1963)",1025,72.0
Children's,Song of the South (1946),2099,72.0
Children's,So Dear to My Heart (1949),1026,72.0
War,"English Patient, The (1996)",1183,72.0
Horror,Jacob's Ladder (1990),3476,72.0
Sci-Fi,Free Enterprise (1998),2681,72.0
Musical,Gigi (1958),938,72.0
Sci-Fi,"Crimson Pirate, The (1952)",3417,72.0
Horror,"Omen, The (1976)",1350,72.0
Sci-Fi,"Fantastic Planet, The (La Plančte sauvage) (1973)",2495,72.0
Sci-Fi,Fantastic Voyage (1966),3927,72.0
Sci-Fi,"Brother from Another Planet, The (1984)",3700,72.0
Horror,Scream (1996),1407,72.0
Children's,Kidnapped (1960),2079,71.0
War,"Bridge at Remagen, The (1969)",3372,71.0
War,Courage Under Fire (1996),647,71.0
War,"Farewell to Arms, A (1932)",976,71.0
Documentary,Beyond the Mat (2000),3327,71.0
Documentary,Hype! (1996),1310,71.0
War,Bent (1997),1696,71.0
Horror,"Body Snatcher, The (1945)",1337,71.0
Children's,"Parent Trap, The (1961)",1013,71.0
Children's,Candleshoe (1977),2037,71.0
Children's,Batman: Mask of the Phantasm (1993),3213,71.0
Musical,"Inspector General, The (1949)",963,71.0
Film-Noir,"Hitch-Hiker, The (1953)",3121,71.0
Film-Noir,Devil in a Blue Dress (1995),164,71.0
Crime,They Made Me a Criminal (1939),962,71.0
Crime,"Thieves (Voleurs, Les) (1996)",1415,71.0
Crime,Sleepers (1996),1061,71.0
Musical,"Great Race, The (1965)",1083,71.0
Mystery,Devil in a Blue Dress (1995),164,71.0
Horror,"Mummy, The (1932)",2633,71.0
Crime,Ronin (1998),2278,71.0
Animation,Gulliver's Travels (1939),2899,71.0
Animation,"Prince of Egypt, The (1998)",2394,71.0
Fantasy,One Magic Christmas (1985),2086,71.0
Animation,Heavy Metal (1981),610,71.0
Adventure,Superman (1978),2640,71.0
Fantasy,Heart and Souls (1993),3466,71.0
Fantasy,"Navigator: A Mediaeval Odyssey, The (1988)",2173,71.0
Crime,Lethal Weapon 2 (1989),2001,71.0
Adventure,Candleshoe (1977),2037,71.0
Adventure,Heavy Metal (1981),610,71.0
Adventure,GoldenEye (1995),10,71.0
Adventure,Squanto: A Warrior's Tale (1994),2101,71.0
Adventure,"Son of the Sheik, The (1926)",3492,71.0
Sci-Fi,Superman (1978),2640,71.0
Musical,"Prince of Egypt, The (1998)",2394,71.0
Documentary,Wild Man Blues (1998),1865,71.0
Mystery,Basic Instinct (1992),1092,71.0
Crime,Devil in a Blue Dress (1995),164,71.0
Sci-Fi,"Omega Man, The (1971)",3032,71.0
Sci-Fi,Heavy Metal (1981),610,71.0
Horror,Heavy Metal (1981),610,71.0
Sci-Fi,"Navigator: A Mediaeval Odyssey, The (1988)",2173,71.0
Musical,Everyone Says I Love You (1996),1057,71.0
Adventure,"Navigator: A Mediaeval Odyssey, The (1988)",2173,71.0
Crime,Blue Collar (1978),3304,71.0
Fantasy,Beetlejuice (1988),2174,71.0
Crime,F/X (1986),3763,71.0
Animation,Batman: Mask of the Phantasm (1993),3213,71.0
Adventure,"Mask of Zorro, The (1998)",2006,71.0
Adventure,Gulliver's Travels (1939),2899,71.0
Children's,Gulliver's Travels (1939),2899,71.0
Documentary,Full Tilt Boogie (1997),2061,71.0
Western,Duel in the Sun (1946),3792,71.0
Sci-Fi,Cocoon (1985),2407,71.0
War,Welcome To Sarajevo (1997),1670,70.0
War,Michael Collins (1996),991,70.0
Horror,Something Wicked This Way Comes (1983),2097,70.0
Western,Maverick (1994),368,70.0
Mystery,"X-Files: Fight the Future, The (1998)",1909,70.0
Horror,Re-Animator (1985),3018,70.0
Children's,"Goonies, The (1985)",2005,70.0
Children's,"Great Mouse Detective, The (1986)",2048,70.0
Mystery,"Talented Mr. Ripley, The (1999)",3176,70.0
Children's,"Journey of Natty Gann, The (1985)",2077,70.0
Documentary,Across the Sea of Time (1995),37,70.0
Documentary,"Ballad of Ramblin' Jack, The (2000)",3880,70.0
Adventure,In Search of the Castaways (1962),2056,70.0
Crime,Grand Canyon (1991),2112,70.0
Adventure,Willow (1988),2193,70.0
Adventure,"Journey of Natty Gann, The (1985)",2077,70.0
Sci-Fi,Independence Day (ID4) (1996),780,70.0
Musical,Backbeat (1993),346,70.0
Musical,Bedknobs and Broomsticks (1971),1031,70.0
Horror,"Haunting, The (1963)",2550,70.0
Horror,Henry: Portrait of a Serial Killer (1990),2159,70.0
Adventure,"Emerald Forest, The (1985)",2370,70.0
Horror,Interview with the Vampire (1994),253,70.0
Adventure,"Goonies, The (1985)",2005,70.0
Musical,Farinelli: il castrato (1994),242,70.0
Documentary,Wonderland (1997),1657,70.0
Children's,Wide Awake (1998),1812,70.0
Sci-Fi,Stargate (1994),316,70.0
Documentary,Tigrero: A Film That Was Never Made (1994),682,70.0
Children's,"Muppets Take Manhattan, The (1984)",3398,70.0
Sci-Fi,Soylent Green (1973),2009,70.0
Sci-Fi,"Sticky Fingers of Time, The (1997)",2578,70.0
Adventure,Blade (1998),2167,70.0
Adventure,Bedknobs and Broomsticks (1971),1031,70.0
Adventure,Stargate (1994),316,70.0
Fantasy,"Goonies, The (1985)",2005,70.0
Animation,Antz (1998),2294,70.0
Crime,He Walked by Night (1948),1152,70.0
Crime,Henry: Portrait of a Serial Killer (1990),2159,70.0
Crime,Impact (1949),3413,70.0
Animation,Anastasia (1997),1688,70.0
Animation,Faust (1994),1151,70.0
Children's,Matilda (1996),837,70.0
Horror,Carnival of Souls (1962),3627,70.0
Documentary,"Paralyzing Fear: The Story of Polio in America, A (1998)",1787,70.0
Fantasy,Willow (1988),2193,70.0
Children's,Something Wicked This Way Comes (1983),2097,70.0
Sci-Fi,"X-Files: Fight the Future, The (1998)",1909,70.0
Sci-Fi,"Visitors, The (Les Visiteurs) (1993)",718,70.0
Children's,Anastasia (1997),1688,70.0
Children's,Antz (1998),2294,70.0
Animation,"Great Mouse Detective, The (1986)",2048,70.0
Film-Noir,He Walked by Night (1948),1152,70.0
Musical,Anastasia (1997),1688,70.0
Horror,"Nightmare on Elm Street, A (1984)",1347,70.0
Children's,Bedknobs and Broomsticks (1971),1031,70.0
Documentary,JLG/JLG - autoportrait de décembre (1994),1149,70.0
Horror,Sleepy Hollow (1999),3081,70.0
Documentary,Black Tar Heroin: The Dark End of the Street (1999),3303,70.0
Documentary,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",791,70.0
Documentary,Home Page (1999),3084,70.0
Horror,Blade (1998),2167,70.0
War,Hangmen Also Die (1943),3377,70.0
War,Independence Day (ID4) (1996),780,70.0
War,Blood on the Sun (1945),3154,70.0
Horror,Pit and the Pendulum (1961),2782,70.0
Western,Zachariah (1971),3236,70.0
War,Stalingrad (1993),760,70.0
Mystery,"Underneath, The (1995)",335,70.0
Children's,In Search of the Castaways (1962),2056,70.0
War,Seven Years in Tibet (1997),1619,69.0
War,Legends of the Fall (1994),266,69.0
War,Them! (1954),2287,69.0
Western,Legends of the Fall (1994),266,69.0
Mystery,Wild Things (1998),1805,69.0
Documentary,Endurance (1998),2627,69.0
Crime,Wild Things (1998),1805,69.0
Horror,Abbott and Costello Meet Frankenstein (1948),3928,69.0
Children's,James and the Giant Peach (1996),661,69.0
Musical,James and the Giant Peach (1996),661,69.0
Film-Noir,Raw Deal (1948),1153,69.0
Children's,"Far Off Place, A (1993)",2045,69.0
Children's,Flight of the Navigator (1986),2046,69.0
Children's,"Fox and the Hound, The (1981)",1033,69.0
Children's,"Rescuers, The (1977)",2090,69.0
Sci-Fi,Them! (1954),2287,69.0
Animation,"Fox and the Hound, The (1981)",1033,69.0
Children's,"American Tail, An (1986)",2141,69.0
Children's,"Absent Minded Professor, The (1961)",2015,69.0
Crime,Rumble in the Bronx (1995),112,69.0
Musical,Madame Butterfly (1995),1087,69.0
Film-Noir,Killer's Kiss (1955),2727,69.0
Crime,"Postman Always Rings Twice, The (1981)",3529,69.0
Crime,Robocop (1987),2985,69.0
Crime,Monument Ave. (1998),2281,69.0
Fantasy,Splash (1984),2100,69.0
Animation,James and the Giant Peach (1996),661,69.0
Animation,"Rescuers, The (1977)",2090,69.0
Documentary,Heidi Fleiss: Hollywood Madam (1995),99,69.0
Documentary,On Any Sunday (1971),2984,69.0
Sci-Fi,Starman (1984),3699,69.0
Sci-Fi,Robocop (1987),2985,69.0
Sci-Fi,Solaris (Solyaris) (1972),3503,69.0
Horror,Eraserhead (1977),3676,69.0
Horror,"Devil's Advocate, The (1997)",1645,69.0
Horror,"Fly, The (1986)",2455,69.0
Adventure,Rumble in the Bronx (1995),112,69.0
Adventure,"Poseidon Adventure, The (1972)",2013,69.0
Adventure,Starman (1984),3699,69.0
Animation,"American Tail, An (1986)",2141,69.0
Adventure,Logan's Run (1976),2528,69.0
Crime,Dreamscape (1984),3770,69.0
Fantasy,"Absent Minded Professor, The (1961)",2015,69.0
Adventure,Operation Condor (Feiying gaiwak) (1990),2879,69.0
Adventure,Operation Condor 2 (Longxiong hudi) (1990),2880,69.0
Adventure,Mission: Impossible (1996),648,69.0
Horror,Fright Night (1985),2867,69.0
Horror,"Hunger, The (1983)",3550,69.0
Sci-Fi,Logan's Run (1976),2528,69.0
Adventure,Crocodile Dundee (1986),2470,69.0
Adventure,Escape from New York (1981),1129,69.0
Crime,Clay Pigeons (1998),2280,69.0
Crime,"Devil's Advocate, The (1997)",1645,69.0
Adventure,Flight of the Navigator (1986),2046,69.0
Adventure,"Far Off Place, A (1993)",2045,69.0
Adventure,Dreamscape (1984),3770,69.0
Crime,Best Laid Plans (1999),2842,69.0
Crime,Angel on My Shoulder (1946),960,69.0
Sci-Fi,Dreamscape (1984),3770,69.0
Sci-Fi,Flight of the Navigator (1986),2046,69.0
Sci-Fi,"Fly, The (1986)",2455,69.0
Sci-Fi,Escape from New York (1981),1129,69.0
Sci-Fi,Cube (1997),2232,69.0
Mystery,"Devil's Advocate, The (1997)",1645,69.0
Mystery,Mission: Impossible (1996),648,69.0
War,"Fighting Seabees, The (1944)",3643,69.0
Mystery,Murder! (1930),2219,68.0
Western,Westworld (1973),2527,68.0
Western,Young Guns (1988),1378,68.0
Western,Cimarron (1931),1928,68.0
Mystery,Lady of Burlesque (1943),958,68.0
Sci-Fi,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",3070,68.0
War,For the Moment (1994),1071,68.0
Mystery,Young Sherlock Holmes (1985),2414,68.0
Western,Angel and the Badman (1947),964,68.0
Animation,Steamboat Willie (1940),2102,68.0
Western,Santa Fe Trail (1940),3122,68.0
Crime,Suicide Kings (1997),1799,68.0
Crime,Shaft (1971),3729,68.0
Children's,Pollyanna (1960),1014,68.0
Sci-Fi,Titan A.E. (2000),3745,68.0
Sci-Fi,"Transformers: The Movie, The (1986)",1205,68.0
Animation,Titan A.E. (2000),3745,68.0
Animation,"Transformers: The Movie, The (1986)",1205,68.0
Sci-Fi,Conceiving Ada (1997),3293,68.0
Sci-Fi,Westworld (1973),2527,68.0
Mystery,Fallen (1998),1754,68.0
Children's,Steamboat Willie (1940),2102,68.0
Sci-Fi,Star Trek: Generations (1994),329,68.0
Children's,Alaska (1996),808,68.0
Sci-Fi,Star Wars: Episode I - The Phantom Menace (1999),2628,68.0
Documentary,Get Bruce (1999),2689,68.0
Documentary,U2: Rattle and Hum (1988),3142,68.0
Sci-Fi,Earth Vs. the Flying Saucers (1956),2665,68.0
Sci-Fi,Face/Off (1997),1573,68.0
Mystery,Agnes of God (1985),3251,68.0
Mystery,"Client, The (1994)",350,68.0
Mystery,Conspiracy Theory (1997),1597,68.0
Fantasy,Star Wars: Episode I - The Phantom Menace (1999),2628,68.0
Adventure,Titan A.E. (2000),3745,68.0
Film-Noir,Angel Heart (1987),3706,68.0
Children's,"Transformers: The Movie, The (1986)",1205,68.0
Horror,Eyes Without a Face (1959),841,68.0
Musical,"Doors, The (1991)",1093,68.0
Sci-Fi,Star Trek VI: The Undiscovered Country (1991),1372,68.0
Sci-Fi,Space Cowboys (2000),3827,68.0
Musical,Steamboat Willie (1940),2102,68.0
Mystery,Angel Heart (1987),3706,68.0
Mystery,2010 (1984),2311,68.0
Musical,U2: Rattle and Hum (1988),3142,68.0
Sci-Fi,2010 (1984),2311,68.0
Horror,Bad Taste (1987),1255,68.0
Film-Noir,Suture (1993),320,68.0
Documentary,"Endless Summer 2, The (1994)",443,68.0
Children's,Homeward Bound: The Incredible Journey (1993),1015,67.0
Children's,"Incredible Journey, The (1963)",2057,67.0
Horror,Braindead (1992),1241,67.0
Horror,Bram Stoker's Dracula (1992),1339,67.0
Western,Dark Command (1940),3644,67.0
Children's,"Lord of the Rings, The (1978)",2116,67.0
Children's,"Jungle Book, The (1994)",362,67.0
Horror,Vampyros Lesbos (Las Vampiras) (1970),3216,67.0
Horror,Village of the Damned (1960),2553,67.0
Musical,Pal Joey (1957),3199,67.0
Horror,"Frighteners, The (1996)",799,67.0
Fantasy,"Midsummer Night's Dream, A (1999)",2622,67.0
Fantasy,Dune (1984),2021,67.0
Horror,"Fly, The (1958)",2454,67.0
Horror,Dracula (1958),2645,67.0
Animation,Melody Time (1948),3776,67.0
Animation,"Lord of the Rings, The (1978)",2116,67.0
Fantasy,Tron (1982),2105,67.0
Animation,"Aristocats, The (1970)",616,67.0
Mystery,Absolute Power (1997),1459,67.0
Horror,Little Shop of Horrors (1986),2746,67.0
Children's,Black Beauty (1994),421,67.0
Children's,"Aristocats, The (1970)",616,67.0
Musical,Melody Time (1948),3776,67.0
Musical,Little Shop of Horrors (1986),2746,67.0
Children's,Melody Time (1948),3776,67.0
Horror,Cemetery Man (Dellamorte Dellamore) (1994),735,67.0
Children's,"Adventures of Milo and Otis, The (1986)",2846,67.0
Mystery,Cop Land (1997),1589,67.0
Western,"Davy Crockett, King of the Wild Frontier (1955)",1008,67.0
Mystery,Lost Highway (1997),1464,67.0
Mystery,"Perfect Murder, A (1998)",1892,67.0
Western,Geronimo: An American Legend (1993),458,66.0
Western,Alvarez Kelly (1966),2896,66.0
Children's,FairyTale: A True Story (1997),1654,66.0
Mystery,52 Pick-Up (1986),2475,66.0
Horror,"Mummy, The (1999)",2617,66.0
Musical,Dirty Dancing (1987),1088,66.0
Musical,"Happiest Millionaire, The (1967)",2049,66.0
Documentary,American Pimp (1999),3718,66.0
Musical,"Great Ziegfeld, The (1936)",1932,66.0
Children's,Babe: Pig in the City (1998),2384,66.0
Children's,Fluke (1995),241,66.0
Fantasy,FairyTale: A True Story (1997),1654,66.0
Musical,Hercules (1997),1566,66.0
Children's,Shiloh (1997),1547,66.0
Horror,Son of Frankenstein (1939),2649,66.0
Horror,"Rocky Horror Picture Show, The (1975)",2657,66.0
Animation,Hercules (1997),1566,66.0
Horror,"Little Shop of Horrors, The (1960)",2747,66.0
Children's,Hercules (1997),1566,66.0
Horror,"Black Sabbath (Tre Volti Della Paura, I) (1963)",3832,66.0
Children's,"Parent Trap, The (1998)",2059,66.0
Musical,"Rocky Horror Picture Show, The (1975)",2657,66.0
Fantasy,"Mask, The (1994)",367,66.0
Western,Rough Night in Jericho (1967),3025,66.0
Mystery,"Rapture, The (1991)",2024,66.0
Western,"Outlaw, The (1943)",967,65.0
Mystery,That Darn Cat! (1965),1018,65.0
Western,MacKenna's Gold (1969),3806,65.0
Western,Back to the Future Part III (1990),2012,65.0
Fantasy,Darby O'Gill and the Little People (1959),2043,65.0
Fantasy,Dragonheart (1996),653,65.0
Fantasy,Legend (1985),2143,65.0
Fantasy,"Boy Who Could Fly, The (1986)",2453,65.0
Children's,"Love Bug, The (1969)",1010,65.0
Western,Wyatt Earp (1994),383,65.0
Documentary,From the Journals of Jean Seberg (1995),136,65.0
Children's,Fun and Fancy Free (1947),3759,65.0
Mystery,Midnight in the Garden of Good and Evil (1997),1711,65.0
Animation,Make Mine Music (1946),3775,65.0
Musical,Make Mine Music (1946),3775,65.0
Animation,"Three Caballeros, The (1945)",1024,65.0
Animation,Fun and Fancy Free (1947),3759,65.0
Horror,House on Haunted Hill (1958),2519,65.0
Horror,"Howling, The (1980)",1130,65.0
Children's,"Three Caballeros, The (1945)",1024,65.0
Horror,"Creature From the Black Lagoon, The (1954)",3930,65.0
Mystery,Clue (1985),2413,65.0
Documentary,"Original Kings of Comedy, The (2000)",3865,65.0
Animation,Balto (1995),13,65.0
Children's,Balto (1995),13,65.0
Horror,Two Thousand Maniacs! (1964),3351,65.0
Children's,That Darn Cat! (1965),1018,65.0
Mystery,Just Cause (1995),257,65.0
Documentary,Year of the Horse (1997),1652,65.0
Musical,Fun and Fancy Free (1947),3759,65.0
Horror,Gremlins (1984),2003,65.0
Musical,Evita (1996),1416,65.0
Horror,"Mummy, The (1959)",2634,65.0
Musical,"Three Caballeros, The (1945)",1024,65.0
Children's,Darby O'Gill and the Little People (1959),2043,65.0
Documentary,Marlene Dietrich: Shadow and Light (1996),769,65.0
Children's,Make Mine Music (1946),3775,65.0
Mystery,Sommersby (1993),2875,65.0
Mystery,Rising Sun (1993),517,64.0
Mystery,"Yards, The (1999)",2769,64.0
Mystery,True Crime (1995),695,64.0
Musical,Doctor Dolittle (1967),2135,64.0
Musical,"Broadway Melody, The (1929)",1926,64.0
Horror,Phantasm (1979),2901,64.0
Horror,"Prophecy, The (1995)",188,64.0
Fantasy,"Indian in the Cupboard, The (1995)",60,64.0
Fantasy,Jumanji (1995),2,64.0
Fantasy,Escape to Witch Mountain (1975),1009,64.0
Horror,"Masque of the Red Death, The (1964)",2784,64.0
Animation,Dinosaur (2000),3615,64.0
Animation,"Hunchback of Notre Dame, The (1996)",783,64.0
Fantasy,"Santa Clause, The (1994)",317,64.0
Horror,"Raven, The (1963)",2780,64.0
Animation,"Rescuers Down Under, The (1990)",2089,64.0
Horror,House of Frankenstein (1944),2647,64.0
Horror,Cat People (1982),1346,64.0
Horror,Children of the Damned (1963),2554,64.0
Horror,"Texas Chainsaw Massacre, The (1974)",2459,64.0
Mystery,Eyes of Laura Mars (1978),3445,64.0
Musical,"Hunchback of Notre Dame, The (1996)",783,64.0
Horror,Spirits of the Dead (Tre Passi nel Delirio) (1968),775,64.0
Horror,Audrey Rose (1977),1331,64.0
Horror,American Psycho (2000),3535,64.0
Mystery,"Minus Man, The (1999)",2844,64.0
Mystery,"Morning After, The (1986)",2749,64.0
Animation,"Black Cauldron, The (1985)",2033,63.0
Horror,Creepshow (1982),3016,63.0
Horror,Cronos (1992),565,63.0
Horror,"Blob, The (1958)",1334,63.0
Horror,"Tingler, The (1959)",2781,63.0
Documentary,It Came from Hollywood (1982),2659,63.0
Mystery,Flesh and Bone (1993),451,63.0
Western,Wild Bill (1995),210,63.0
Horror,"13th Warrior, The (1999)",2826,63.0
Mystery,"Man Who Knew Too Little, The (1997)",1689,63.0
Horror,From Dusk Till Dawn (1996),70,63.0
Horror,Frankenstein Meets the Wolf Man (1943),2651,63.0
Musical,Newsies (1992),2084,63.0
Musical,Muppet Treasure Island (1996),107,63.0
Western,Three Amigos! (1986),2478,62.0
Musical,King Creole (1958),3605,62.0
Horror,Buffy the Vampire Slayer (1992),3264,62.0
Film-Noir,Mulholland Falls (1996),707,62.0
Horror,Tales From the Crypt Presents: Demon Knight (1995),328,62.0
Mystery,U Turn (1997),1627,62.0
Western,In Old California (1942),3642,62.0
Mystery,Radioland Murders (1994),513,62.0
Horror,Body Snatchers (1993),426,62.0
Animation,Pete's Dragon (1977),1030,62.0
Musical,Pete's Dragon (1977),1030,62.0
Horror,Night of the Comet (1984),2613,62.0
Horror,Ravenous (1999),2560,62.0
Horror,"Craft, The (1996)",724,62.0
Western,"Hi-Lo Country, The (1998)",2441,61.0
Animation,American Pop (1981),3725,61.0
Animation,Beavis and Butt-head Do America (1996),1405,61.0
Animation,Saludos Amigos (1943),3611,61.0
Animation,Little Nemo: Adventures in Slumberland (1992),2800,61.0
Animation,Oliver & Company (1988),709,61.0
Musical,Kurt & Courtney (1998),1856,61.0
Musical,Selena (1997),1487,61.0
Fantasy,"Borrowers, The (1997)",1848,61.0
Documentary,Kurt & Courtney (1998),1856,61.0
Documentary,Madonna: Truth or Dare (1991),1191,61.0
Musical,American Pop (1981),3725,61.0
Documentary,Grateful Dead (1995),1421,61.0
Musical,G. I. Blues (1960),3602,60.0
Musical,Babes in Toyland (1961),2017,60.0
Documentary,"James Dean Story, The (1957)",3136,60.0
Documentary,Man of the Year (1995),137,60.0
Fantasy,Babes in Toyland (1961),2017,60.0
Musical,Pocahontas (1995),48,60.0
Musical,Tommy (1975),2877,60.0
Mystery,Before and After (1996),113,60.0
Mystery,Murder at 1600 (1997),1422,60.0
Fantasy,Hook (1991),3489,60.0
Fantasy,"Nutty Professor, The (1996)",788,60.0
Animation,Pocahontas (1995),48,60.0
Animation,"Road to El Dorado, The (2000)",3483,60.0
Film-Noir,Railroaded! (1947),3380,60.0
Western,"Quick and the Dead, The (1995)",303,60.0
Western,"Apple Dumpling Gang, The (1975)",1007,60.0
Mystery,Twin Peaks: Fire Walk with Me (1992),3262,59.0
Mystery,Palmetto (1998),1783,59.0
Mystery,Mortal Thoughts (1991),2267,59.0
Film-Noir,Palmetto (1998),1783,59.0
Fantasy,"Honey, I Shrunk the Kids (1989)",2054,59.0
Mystery,Outrageous Fortune (1987),2752,59.0
Western,Young Guns II (1990),1379,58.0
Animation,Aladdin and the King of Thieves (1996),1064,58.0
Animation,"Goofy Movie, A (1995)",239,58.0
Animation,"Swan Princess, The (1994)",313,58.0
Mystery,"301, 302 (1995)",652,58.0
Western,Last Man Standing (1996),996,58.0
Western,Hot Lead and Cold Feet (1978),2055,57.0
Fantasy,Return to Oz (1985),2093,57.0
Musical,Blue Hawaii (1961),3600,57.0
Mystery,Heaven's Prisoners (1996),731,57.0
Animation,All Dogs Go to Heaven (1989),2123,57.0
Animation,"American Tail: Fievel Goes West, An (1991)",2142,57.0
Fantasy,Quest for Camelot (1998),1881,56.0
Animation,Quest for Camelot (1998),1881,56.0
Animation,"Rugrats Movie, The (1998)",2354,56.0
Fantasy,"Simple Wish, A (1997)",1583,56.0
Animation,Small Soldiers (1998),1920,56.0
Fantasy,Small Soldiers (1998),1920,56.0
Mystery,Scream 3 (2000),3273,55.0
Mystery,Snake Eyes (1998),2126,55.0
Mystery,"Confessional, The (Le Confessionnal) (1995)",59,55.0
Mystery,"Dark Half, The (1993)",2898,55.0
Animation,"Tigger Movie, The (2000)",3287,55.0
Fantasy,Teenage Mutant Ninja Turtles (1990),3438,54.0
Animation,"Pagemaster, The (1994)",558,54.0
Film-Noir,Hoodlum (1997),1601,54.0
Mystery,Lulu on the Bridge (1998),2873,54.0
Mystery,Mike's Murder (1984),2945,54.0
Mystery,That Darn Cat! (1997),1460,54.0
Fantasy,"Pagemaster, The (1994)",558,54.0
Animation,Thumbelina (1994),2876,53.0
Western,Buck and the Preacher (1972),3373,53.0
Western,"Apple Dumpling Gang Rides Again, The (1979)",2016,53.0
Mystery,I Know What You Did Last Summer (1997),1644,53.0
Fantasy,Santa Claus: The Movie (1985),2399,53.0
Western,Lightning Jack (1994),487,52.0
Western,City Slickers II: The Legend of Curly's Gold (1994),432,52.0
Animation,Space Jam (1996),673,52.0
Fantasy,Bogus (1996),885,52.0
Fantasy,Space Jam (1996),673,52.0
Musical,Tank Girl (1995),327,52.0
Animation,"King and I, The (1999)",2559,52.0
Musical,Popeye (1980),2088,52.0
Fantasy,Flubber (1997),1702,51.0
Film-Noir,"This World, Then the Fireworks (1996)",2008,51.0
Musical,Roustabout (1964),3610,51.0
Fantasy,Toys (1992),2253,51.0
Animation,Cats Don't Dance (1997),1489,51.0
Animation,Time Masters (Les Maîtres du Temps) (1982),3592,50.0
Mystery,Event Horizon (1997),1590,50.0
Animation,We're Back! A Dinosaur's Story (1993),3400,50.0
Animation,"Adventures of Rocky and Bullwinkle, The (2000)",3754,50.0
Western,Bad Girls (1994),416,49.0
Mystery,Diamonds (1999),3149,49.0
Animation,"Return of Jafar, The (1993)",2092,49.0
Animation,Doug's 1st Movie (1999),2566,48.0
Fantasy,"Kid in King Arthur's Court, A (1995)",258,48.0
Fantasy,Highlander: Endgame (2000),3889,48.0
Fantasy,"NeverEnding Story II: The Next Chapter, The (1990)",2162,48.0
Fantasy,Drop Dead Fred (1991),1126,47.0
Mystery,Boxing Helena (1993),427,47.0
Mystery,Congo (1995),160,45.0
Animation,Land Before Time III: The Time of the Great Giving (1995),888,44.0
Fantasy,Star Kid (1997),1750,44.0
Fantasy,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),3439,43.0
Fantasy,Date with an Angel (1987),3393,43.0
Western,Wild Wild West (1999),2701,43.0
Fantasy,Warriors of Virtue (1997),1525,42.0
Western,Tashunga (1995),1118,40.0
Fantasy,Supergirl (1984),3877,40.0
Film-Noir,Frogs for Snakes (1998),2631,40.0
Fantasy,Kids of the Round Table (1995),56,40.0
Fantasy,"NeverEnding Story III, The (1994)",126,40.0
Fantasy,Teenage Mutant Ninja Turtles III (1993),3440,38.0
Fantasy,Kazaam (1996),810,29.0
Western,Terror in a Texas Town (1958),1386,20.0
